train_id,ticker_id,t,momentum,ratio,sm_momentum,sm_ratio,class_label,happens_within,cross_threshold_from_above,cross_threshold_from_below,trending_down_and_above,trending_up_and_below,troughs,peaks
649,2,2023-07-17,99.447442,99.714377,100.03447,100.012694,,8,0,0,1,0,0,0
506,6,2023-07-17,99.707575,99.392193,99.453561,99.22601,,14,0,0,0,2,0,0
248,3,2023-07-17,100.27621,99.845682,100.518075,100.36613,,20,0,0,2,0,0,0
258,5,2023-07-17,101.233374,100.608542,100.029556,100.012694,,8,0,0,1,0,0,0
260,5,2023-07-18,100.699346,100.280901,100.043118,100.022611,,16,0,0,1,0,0,0
252,1,2023-07-18,100.010318,99.684591,99.846488,100.31636,,40,1,0,0,0,0,0
400,2,2023-07-18,99.43108,99.591541,100.048201,100.022611,,16,0,0,1,0,0,0
1100,3,2023-07-18,100.195454,99.822967,100.3706,100.341717,,233,1,0,1,0,0,0
1641,5,2023-07-19,100.369471,100.067322,100.224357,100.113217,,7,0,0,0,0,0,0
675,6,2023-07-19,100.315614,99.963854,99.849291,99.349014,,15,0,0,0,1,0,0
792,1,2023-07-19,100.175891,99.852631,99.687723,100.228511,,13,0,0,0,0,0,0
628,2,2023-07-19,99.415324,99.46638,100.231692,100.113217,HH,7,0,0,0,0,0,0
655,4,2023-07-19,101.239627,100.945677,99.756691,100.108178,,9,0,0,0,0,0,0
1455,3,2023-07-19,100.531222,100.105848,100.219925,100.30303,,13,0,0,1,0,0,0
1266,1,2023-07-20,100.250714,99.96041,99.599806,100.160689,,13,0,0,0,0,0,0
372,5,2023-07-20,99.991123,99.739975,100.181725,100.113283,,42,0,0,0,0,0,1
1438,6,2023-07-20,100.449131,100.166139,100.029101,99.421738,,167,0,1,0,0,0,0
507,4,2023-07-20,100.947099,100.894731,99.909962,100.160868,,80,0,0,0,1,0,0
721,1,2023-07-21,100.147344,99.903815,99.394883,100.029756,,137,1,0,0,0,0,0
910,6,2023-07-21,100.571736,100.382949,100.465746,99.630995,,5,0,0,0,0,0,0
1352,5,2023-07-21,99.734127,99.468877,100.136286,100.108336,,10,0,0,0,0,0,0
799,4,2023-07-21,100.893601,100.984537,99.966517,100.180891,,10,0,0,0,1,0,0
145,2,2023-07-24,99.60665,99.333573,100.134548,100.117296,,33,0,0,1,0,0,0
1193,6,2023-07-24,100.725869,100.657208,100.632073,99.750502,,167,0,1,0,0,0,0
1893,3,2023-07-24,100.977371,100.795076,100.184302,100.342157,,65,0,0,1,0,0,1
1249,4,2023-07-24,100.790393,101.029376,99.700526,100.052595,,15,0,0,0,0,0,0
832,5,2023-07-24,99.547695,99.223472,100.128405,100.117296,,33,0,0,1,0,0,0
600,1,2023-07-24,100.290016,100.074234,99.235182,99.902771,,7,0,0,0,0,0,0
259,5,2023-07-25,99.759982,99.359667,100.230714,100.177881,,6,0,0,0,0,0,0
750,1,2023-07-25,100.290081,100.128216,99.18572,99.81441,,9,0,0,0,0,0,0
1713,2,2023-07-25,99.747192,99.404979,100.238127,100.177881,,6,0,0,0,0,0,0
444,6,2023-07-25,100.886503,100.968866,100.747325,99.860298,,3,0,0,0,0,0,0
530,4,2023-07-25,100.716143,101.081963,99.332743,99.853232,,120,1,0,0,0,0,0
1501,3,2023-07-26,100.757065,100.911671,100.001014,100.277137,,31,0,0,1,0,0,0
1488,5,2023-07-26,99.659843,99.209689,100.079314,100.126833,,30,0,0,1,0,0,0
1591,2,2023-07-26,99.944987,99.562837,100.084846,100.126833,,30,0,0,1,0,0,0
144,1,2023-07-26,100.205651,100.097653,99.142854,99.724994,HL,7,0,0,0,0,0,0
205,4,2023-07-26,101.00048,101.396374,99.226734,99.746542,,6,0,0,0,0,0,0
1516,3,2023-07-27,100.14947,100.550908,100.011746,100.283267,,22,0,0,1,0,0,0
1772,2,2023-07-27,100.213071,99.831981,99.963257,100.077604,,108,1,0,0,0,0,0
982,1,2023-07-27,100.005701,99.936128,98.943537,99.557997,,114,1,0,0,0,0,0
1819,2,2023-07-28,100.400414,100.068323,99.875745,100.034009,,5,0,0,0,0,0,0
1446,5,2023-07-28,99.588071,98.998585,99.87278,100.034009,,5,0,0,0,0,0,0
1593,6,2023-07-28,101.092283,101.851733,101.325109,100.421945,,305,0,0,0,0,0,3
1862,3,2023-07-28,99.995008,100.45392,100.14212,100.347213,,15,0,0,0,0,0,0
918,2,2023-07-31,100.426667,100.171802,99.622533,99.905352,,6,0,0,0,0,0,0
1185,3,2023-07-31,99.90999,100.388678,100.173041,100.375159,,10,0,0,0,0,0,0
429,1,2023-07-31,99.890931,99.815818,98.726882,99.26468,,5,0,0,0,0,0,0
1091,4,2023-08-01,100.568503,101.652364,100.064668,99.941502,,184,0,1,0,0,0,0
1785,5,2023-08-01,99.563535,98.806304,99.294654,99.718412,,121,1,0,0,0,0,0
1801,1,2023-08-01,99.955927,99.862046,98.685853,99.137356,,5,0,0,0,0,0,0
998,2,2023-08-01,100.51607,100.346805,99.290434,99.718412,,121,1,0,0,0,0,0
1926,3,2023-08-01,99.772668,100.271654,100.201186,100.404468,,12,0,0,0,0,0,0
512,4,2023-08-02,100.245855,101.484989,100.322087,100.06999,,4,0,0,0,0,0,0
1832,1,2023-08-02,99.869965,99.769375,98.618581,98.994354,,7,0,0,0,0,0,0
791,4,2023-08-03,100.162966,101.455824,100.168019,100.025613,,99,0,0,0,0,0,1
592,3,2023-08-03,100.115387,100.470384,99.868601,100.283414,,164,1,0,0,0,0,1
97,2,2023-08-03,100.351503,100.369615,99.283666,99.579577,,161,0,0,0,0,2,0
729,6,2023-08-03,99.258551,100.22054,100.432296,100.448392,,432,2,0,1,0,0,0
1383,1,2023-08-03,99.985096,99.861788,99.208896,99.154467,,657,0,1,0,2,3,0
517,5,2023-08-03,100.165601,99.284504,99.287969,99.579577,,161,0,0,0,0,2,0
1863,5,2023-08-04,100.655381,99.828154,99.388733,99.566962,,187,0,0,0,2,0,0
1235,1,2023-08-04,100.304672,100.179305,99.887582,99.406843,HH,234,0,1,0,1,0,0
690,6,2023-08-04,99.337418,100.16244,99.858656,100.213565,,234,1,0,0,0,0,0
34,3,2023-08-04,100.350533,100.66694,99.59974,100.145157,,2,0,0,0,0,0,0
679,1,2023-08-07,100.665394,100.597239,100.401492,99.640359,,230,0,1,0,0,0,0
485,6,2023-08-07,99.433585,100.137796,99.423246,99.995409,,244,1,0,0,0,0,0
526,4,2023-08-07,100.137684,101.472639,100.131435,100.034598,,91,0,0,1,0,0,0
1675,2,2023-08-07,99.974584,100.072593,99.601616,99.616115,,178,0,1,0,1,0,0
1258,3,2023-08-07,100.561772,100.878335,99.376858,100.005711,,131,1,0,0,0,0,0
70,3,2023-08-08,100.502484,100.911785,99.414532,99.970791,,181,0,0,0,0,2,0
1776,2,2023-08-08,99.834739,99.920285,99.630346,99.596275,,12,0,0,0,1,0,0
1013,5,2023-08-08,101.312991,100.870149,99.630393,99.596275,,12,0,0,0,1,0,0
689,6,2023-08-08,99.568803,100.172865,99.225097,99.852684,,2,0,0,0,0,0,0
698,4,2023-08-08,100.108625,101.469494,100.206825,100.082628,,4,0,0,0,0,0,0
100,6,2023-08-09,99.722855,100.253817,99.153588,99.753062,,4,0,0,0,0,0,0
1909,2,2023-08-09,99.618706,99.661635,99.829305,99.658274,,15,0,0,0,1,0,0
927,5,2023-08-09,101.444459,101.263555,99.826909,99.658274,,15,0,0,0,1,0,0
626,6,2023-08-10,99.743963,100.223885,99.431479,99.812644,,516,0,0,0,2,2,0
462,1,2023-08-10,101.183957,101.597007,101.21117,100.239798,,455,0,0,0,0,0,3
863,5,2023-08-10,101.217751,101.302228,99.71981,99.593731,,18,0,0,0,1,0,0
348,4,2023-08-10,99.140005,100.690067,100.238521,100.128087,,6,0,0,0,0,0,0
1561,6,2023-08-11,99.806409,100.241712,99.993674,100.030718,,205,0,1,0,1,0,0
1321,1,2023-08-11,101.129559,101.761583,101.042364,100.26517,,4,0,0,0,0,0,0
1194,3,2023-08-11,100.001057,100.680009,99.974129,100.098361,,12,0,0,0,1,0,0
1767,2,2023-08-11,99.452643,99.326338,99.49587,99.465664,,99,1,0,0,0,0,0
509,5,2023-08-11,100.993759,101.299862,99.497567,99.465664,,99,1,0,0,0,0,0
1902,4,2023-08-11,98.973911,100.446309,100.357162,100.205937,,10,0,0,0,0,0,0
1408,5,2023-08-14,100.759945,101.243604,99.33455,99.346636,,12,0,0,0,0,0,0
667,2,2023-08-14,99.370153,99.136024,99.330826,99.346636,,12,0,0,0,0,0,0
764,4,2023-08-14,99.076155,100.382666,100.373142,100.245322,,8,0,0,0,0,0,0
1870,3,2023-08-14,99.977509,100.662612,100.245219,100.225727,,171,0,1,0,0,0,0
257,4,2023-08-15,99.228895,100.371113,100.201147,100.196759,,75,0,0,1,0,0,1
1837,6,2023-08-15,99.735188,100.086914,101.038443,100.574467,,265,0,1,0,0,0,0
658,1,2023-08-15,100.882552,101.90125,100.75649,100.293204,,15,0,0,2,0,0,0
1040,3,2023-08-15,100.355961,100.950218,100.231307,100.241242,,85,0,0,0,0,0,1
305,4,2023-08-16,99.687424,100.610832,100.101568,100.167766,,13,0,0,1,0,0,0
950,5,2023-08-16,100.385026,101.069636,99.194934,99.160728,,7,0,0,0,0,0,0
1557,6,2023-08-16,99.685158,99.98431,101.136373,100.712143,,2,0,0,0,0,0,0
243,1,2023-08-16,100.823159,102.0054,100.744639,100.353915,,27,0,0,2,0,0,0
407,1,2023-08-17,100.843581,102.180042,100.511399,100.308297,,27,0,0,2,0,0,0
821,5,2023-08-17,100.043725,100.781429,99.226726,99.107785,,147,0,0,0,0,2,0
845,4,2023-08-17,99.957167,100.771523,100.062314,100.158833,,26,0,0,1,0,0,0
80,1,2023-08-18,100.309144,101.791941,99.986386,100.103764,,378,2,0,0,0,0,0
1441,3,2023-08-18,101.434595,102.116687,99.850424,100.111747,,137,1,0,0,0,0,0
1576,3,2023-08-21,101.603947,102.451876,99.516951,99.941489,,10,0,0,0,0,0,0
1375,4,2023-08-21,100.081407,100.880962,99.85433,100.068153,,113,1,0,0,0,0,0
1116,5,2023-08-21,98.994948,99.576182,99.948972,99.340084,,170,0,1,0,1,0,0
561,2,2023-08-21,100.055503,99.256056,99.952884,99.340084,,170,0,1,0,1,0,0
1732,1,2023-08-21,99.820601,101.35313,99.619547,99.929416,,3,0,0,0,0,0,0
73,5,2023-08-22,98.938624,99.326018,100.467813,99.581023,,181,0,1,0,0,0,0
1904,3,2023-08-22,101.668994,102.730788,99.336766,99.815426,,149,1,0,0,0,0,0
1112,6,2023-08-22,99.53623,99.475612,100.473456,100.795276,,259,1,0,1,0,0,0
939,2,2023-08-22,100.279626,99.499506,100.478173,99.581023,,181,0,1,0,0,0,0
1462,1,2023-08-22,99.46607,100.961998,99.305752,99.748902,,195,1,0,0,0,0,0
522,5,2023-08-23,98.761085,98.939057,100.908257,99.830071,,200,0,1,0,0,0,0
842,3,2023-08-23,101.627269,102.936152,99.265512,99.725571,,4,0,0,0,0,0,0
1140,4,2023-08-23,100.011893,100.850867,99.69171,99.964486,,8,0,0,0,0,0,0
641,4,2023-08-24,100.015555,100.855196,99.611383,99.900784,,4,0,0,0,0,0,0
1439,3,2023-08-24,101.671687,103.20353,99.309912,99.684356,,180,0,0,0,0,2,0
1045,6,2023-08-24,99.79703,99.599655,99.776214,100.512124,,218,1,0,0,0,0,0
471,5,2023-08-25,99.071873,98.786217,101.440996,100.264345,LL,2,0,0,0,0,0,0
868,1,2023-08-28,99.08704,99.952162,99.270036,99.417959,,272,0,0,0,2,0,0
1708,2,2023-08-28,100.323363,99.913981,101.391016,100.355824,,373,0,0,0,0,0,3
809,3,2023-08-28,100.591075,102.757348,99.497841,99.654379,,175,0,0,0,2,0,0
697,6,2023-08-28,99.911201,99.655198,99.168668,100.153937,,2,0,0,0,0,0,0
1405,5,2023-08-28,99.1463,98.688525,101.36945,100.355824,,373,0,0,0,0,0,3
1574,2,2023-08-29,100.270254,99.91938,101.286903,100.426309,,4,0,0,0,0,0,0
759,3,2023-08-29,100.030429,102.403113,99.713595,99.714117,,173,0,1,0,1,0,0
931,5,2023-08-29,99.043772,98.421183,101.266615,100.426309,,4,0,0,0,0,0,0
324,1,2023-08-30,99.156853,99.696132,99.750843,99.54221,,12,0,0,0,1,0,0
470,6,2023-08-30,99.775254,99.47309,98.809309,99.821796,,3,0,0,0,0,0,0
1822,2,2023-08-30,100.245091,99.943961,101.186668,100.489764,,375,0,0,3,0,0,0
1278,4,2023-08-30,99.61951,100.506604,99.686082,99.79058,,9,0,0,0,1,0,0
1770,5,2023-08-30,99.159526,98.36137,101.16761,100.489764,,375,0,0,3,0,0,0
1274,6,2023-08-31,99.765665,99.421182,98.625282,99.633172,,5,0,0,0,0,0,0
693,1,2023-08-31,99.186454,99.573989,100.208244,99.737639,,220,0,1,0,0,0,0
1041,4,2023-08-31,99.465067,100.337843,99.708777,99.775248,,14,0,0,0,1,0,0
574,3,2023-08-31,99.486278,101.930884,99.685397,99.655144,HH,16,0,0,0,1,0,0
1647,6,2023-09-01,99.681149,99.28891,98.569473,99.489667,,5,0,0,0,0,0,0
551,5,2023-09-01,99.431954,98.365096,101.052744,100.639274,,44,0,0,3,0,0,0
1739,2,2023-09-01,100.304493,100.100163,101.070374,100.639274,,44,0,0,3,0,0,0
1399,3,2023-09-01,99.730082,102.048199,99.742282,99.655929,,66,0,0,0,1,1,0
1076,4,2023-09-01,99.383508,100.203104,99.746094,99.768788,,16,0,0,0,1,0,0
934,3,2023-09-05,100.031342,102.244778,99.806957,99.665282,,19,0,0,0,1,0,0
1410,2,2023-09-05,100.40385,100.26216,100.91645,100.659005,LH,220,1,0,2,0,0,0
1625,6,2023-09-05,99.716708,99.266458,98.56424,99.36544,,7,0,0,0,0,0,0
777,4,2023-09-05,99.288983,100.047644,99.781566,99.764665,,19,0,0,0,1,0,0
754,2,2023-09-06,100.310215,100.24033,100.751623,100.660407,,33,0,0,2,0,0,0
1378,3,2023-09-06,100.025646,102.245304,99.946807,99.715716,,21,0,0,0,1,0,0
106,6,2023-09-06,99.777499,99.277196,98.695976,99.305449,,653,0,0,0,3,3,0
423,1,2023-09-06,99.530586,99.539921,100.706374,100.100954,,4,0,0,0,0,0,0
495,4,2023-09-07,99.470629,99.995313,99.857398,99.766504,,24,0,0,0,1,0,0
1055,3,2023-09-07,99.84408,102.108034,100.174856,99.819897,,138,0,1,0,0,0,0
840,5,2023-09-07,99.931663,98.704154,100.351214,100.540829,,207,1,0,1,0,0,0
1234,1,2023-09-07,99.606516,99.5317,100.741952,100.179733,,4,0,0,0,0,0,0
1680,6,2023-09-07,99.960265,99.427216,99.024963,99.349647,,235,0,1,0,2,0,0
1808,4,2023-09-08,99.544455,99.978407,99.817853,99.736469,,12,0,0,0,1,0,0
207,1,2023-09-08,99.816852,99.670967,100.756809,100.251805,,6,0,0,0,0,0,0
914,2,2023-09-08,100.074884,100.085384,100.223476,100.507871,,17,0,0,1,0,0,0
1245,5,2023-09-08,100.218061,98.989152,100.216242,100.507871,,17,0,0,1,0,0,0
1025,3,2023-09-08,99.50988,101.826536,100.190644,99.843351,,4,0,0,0,0,0,0
1196,6,2023-09-11,100.022143,99.477652,99.294659,99.324371,,29,0,0,0,2,0,0
1161,4,2023-09-11,99.532484,99.907197,99.734939,99.682534,,11,0,0,0,0,0,0
565,3,2023-09-11,99.313078,101.605263,100.230668,99.879643,,10,0,0,0,0,0,0
1292,2,2023-09-11,99.978166,99.99752,100.053883,100.447723,,22,0,0,1,0,0,0
28,1,2023-09-11,99.997261,99.818714,100.788767,100.333342,,4,0,0,0,0,0,0
1584,1,2023-09-12,100.176028,99.997777,100.900032,100.455436,,8,0,0,0,0,0,0
1833,6,2023-09-12,100.049534,99.511633,99.424954,99.326268,HL,31,0,0,0,2,0,0
1080,4,2023-09-12,99.58666,99.884004,99.525817,99.561854,,11,0,0,0,0,0,0
1520,2,2023-09-12,99.824818,99.831836,99.955719,100.406706,,162,1,0,0,0,0,0
1150,5,2023-09-12,100.915907,99.858594,99.951772,100.406706,,162,1,0,0,0,0,0
691,4,2023-09-13,99.725435,99.931621,99.44999,99.486294,,97,1,0,0,0,0,0
1479,2,2023-09-13,99.694145,99.66097,99.792568,100.326756,,4,0,0,0,0,0,0
204,5,2023-09-13,101.042414,100.166962,99.790624,100.326756,,4,0,0,0,0,0,0
1720,1,2023-09-13,100.462757,100.317594,100.882446,100.525943,,122,0,0,0,0,0,2
1262,6,2023-09-13,100.079837,99.553909,99.630792,99.374898,,208,0,1,0,1,0,0
531,3,2023-09-14,99.144557,101.121738,100.35906,100.00879,,4,0,0,0,0,0,0
519,5,2023-09-14,101.214044,100.548101,99.670516,100.252455,,6,0,0,0,0,0,0
286,4,2023-09-14,99.792064,99.944074,99.373045,99.403761,,2,0,0,0,0,0,0
740,1,2023-09-14,100.69931,100.640396,100.826601,100.576741,HH,152,0,0,2,0,0,0
987,5,2023-09-15,101.067527,100.62703,99.253904,100.02689,,145,1,0,0,0,0,0
1882,3,2023-09-15,98.564567,100.55563,100.665061,100.185782,,103,0,1,0,0,0,0
1927,6,2023-09-15,100.344348,99.864366,100.166624,99.575947,,180,0,1,0,0,0,0
1581,1,2023-09-15,100.615943,100.685612,100.565141,100.524671,,16,0,0,2,0,0,0
6,4,2023-09-15,99.844319,99.954834,99.440375,99.382701,,147,0,0,0,0,2,0
674,1,2023-09-18,100.508865,100.691721,100.482707,100.535298,,173,1,0,1,0,0,0
1433,3,2023-09-18,98.330855,100.177176,100.718254,100.269428,,3,0,0,0,0,0,0
1222,4,2023-09-18,99.986696,100.04033,99.41854,99.325399,,4,0,0,0,0,0,0
1141,5,2023-09-18,100.632815,100.372578,98.944942,99.816963,,160,1,0,0,0,0,0
1613,2,2023-09-18,99.342127,99.027736,98.936376,99.816963,,160,1,0,0,0,0,0
232,1,2023-09-19,100.417764,100.694316,100.263273,100.473477,,11,0,0,1,0,0,0
1857,2,2023-09-19,99.334728,98.89516,98.549305,99.546174,,2,0,0,0,0,0,0
154,3,2023-09-19,98.066569,99.744384,100.883693,100.411104,,6,0,0,0,0,0,0
209,2,2023-09-20,99.576759,99.02028,98.34102,99.326657,,157,1,0,0,0,0,0
487,4,2023-09-20,99.954509,100.013683,99.790508,99.425838,,10,0,0,0,1,0,0
292,6,2023-09-20,100.58506,100.401424,101.014273,100.10068,,178,0,1,0,0,0,0
1113,1,2023-09-20,100.294831,100.648189,100.26204,100.496635,,19,0,0,1,0,0,0
813,6,2023-09-21,100.580409,100.510166,101.028833,100.196054,,2,0,0,0,0,0,0
796,3,2023-09-21,98.32196,99.422439,100.72113,100.483634,,165,0,0,2,0,0,0
377,4,2023-09-21,99.884873,99.955126,99.887588,99.454579,,15,0,0,0,1,0,0
1215,2,2023-09-21,100.014705,99.394918,98.476919,99.250111,,475,0,0,0,0,4,0
1834,1,2023-09-21,99.965882,100.372284,100.066457,100.427085,,15,0,0,1,0,0,0
739,6,2023-09-22,100.575858,100.618236,100.923306,100.235727,,505,1,0,0,0,0,3
1338,2,2023-09-22,100.34414,99.740839,98.695977,99.223761,,649,0,1,0,3,0,0
1081,3,2023-09-22,99.073398,99.761019,100.552334,100.466623,,14,0,0,2,0,0,0
1470,1,2023-09-22,99.815669,100.216481,99.948067,100.377408,,144,1,0,0,0,0,0
1136,4,2023-09-22,99.856877,99.918343,100.052598,99.523684,,150,0,1,0,0,0,0
1176,4,2023-09-25,99.883728,99.918887,100.379762,99.683511,,5,0,0,0,0,0,0
829,6,2023-09-25,100.649273,100.808278,100.855158,100.284061,,258,0,0,2,0,0,0
1664,3,2023-09-25,99.475218,99.938876,100.544333,100.511591,,28,0,0,2,0,0,0
1693,1,2023-09-25,99.69094,100.059087,99.335057,100.082108,,162,1,0,0,0,0,0
694,2,2023-09-25,100.647983,100.123879,98.919592,99.218043,,23,0,0,0,3,0,0
221,5,2023-09-26,99.624092,99.173445,99.466079,99.38027,,292,0,1,0,2,0,0
710,6,2023-09-26,100.804497,101.099845,100.664519,100.268285,,18,0,0,2,0,0,0
1429,3,2023-09-26,99.92197,100.206883,100.206698,100.398794,,165,1,0,1,0,0,0
1624,4,2023-09-26,99.933334,99.940156,100.416894,99.734629,HL,6,0,0,0,0,0,0
1238,3,2023-09-27,99.870101,100.156969,100.033236,100.335053,,16,0,0,1,0,0,0
1203,5,2023-09-27,99.499005,98.971919,99.836338,99.509925,,281,0,1,0,1,0,0
756,6,2023-09-27,100.919642,101.379615,100.515318,100.255734,,28,0,0,2,0,0,0
1707,1,2023-09-27,99.160667,99.386483,98.428883,99.506578,,194,1,0,0,0,0,0
920,4,2023-09-27,99.938219,99.93465,100.703034,99.906717,,139,0,1,0,0,0,0
1053,2,2023-09-27,100.954034,100.732008,99.838851,99.509925,,281,0,1,0,1,0,0
905,1,2023-09-28,99.048227,99.124269,98.094944,99.215188,LL,2,0,0,0,0,0,0
1876,4,2023-09-28,100.03706,100.000281,100.897533,100.060336,,3,0,0,0,0,0,0
1355,2,2023-09-28,100.909541,100.8678,100.017772,99.580199,LL,266,0,1,0,0,0,0
320,3,2023-09-28,99.878593,100.145942,99.895315,100.273256,,160,1,0,0,0,0,0
1012,5,2023-09-28,99.631982,99.015931,100.013064,99.580199,,266,0,1,0,0,0,0
1427,6,2023-09-29,100.989088,101.842451,100.533637,100.363172,,144,0,0,2,0,0,2
1588,1,2023-09-29,99.119548,99.024599,97.964231,98.99169,,185,1,0,0,0,0,0
1525,4,2023-09-29,100.191971,100.121524,100.810962,100.097623,,167,0,0,0,0,0,2
353,2,2023-09-29,100.738815,100.861563,100.37163,99.747275,,2,0,0,0,0,0,0
1121,5,2023-10-02,100.100348,99.431058,100.661931,99.920963,,235,0,1,0,0,0,0
1093,3,2023-10-02,99.787435,100.037701,99.314551,99.955283,,163,1,0,0,0,0,0
77,2,2023-10-02,100.487665,100.73732,100.674704,99.920963,,235,0,1,0,0,0,0
1044,4,2023-10-02,100.150292,100.116355,100.658177,100.096028,,189,0,0,2,0,0,0
1344,6,2023-10-02,100.894362,101.934908,100.599107,100.441437,,17,0,0,0,0,0,0
1856,1,2023-10-02,99.190693,98.937695,98.432934,99.038879,,1933,0,1,0,4,5,0
876,3,2023-10-03,99.665005,99.915454,99.219371,99.852048,HL,3,0,0,0,0,0,0
1907,6,2023-10-03,100.933927,102.153302,100.685365,100.535332,,19,0,0,0,0,0,0
1202,4,2023-10-03,100.21434,100.184934,100.652774,100.151196,,17,0,0,2,0,0,0
109,2,2023-10-03,100.254582,100.584053,100.68158,99.982135,,3,0,0,0,0,0,0
454,1,2023-10-03,99.300095,98.901504,98.751256,99.055491,,376,0,1,0,3,0,0
1347,5,2023-10-03,100.335937,99.69708,100.668723,99.982135,,3,0,0,0,0,0,0
358,1,2023-10-04,99.577482,99.051099,99.203369,99.162125,,374,0,1,0,2,0,0
1008,4,2023-10-04,100.42472,100.372344,100.388914,100.083198,,175,1,0,1,0,0,0
956,2,2023-10-04,100.000066,100.363648,100.873706,100.130669,,5,0,0,0,0,0,0
1745,5,2023-10-04,100.714997,100.159307,100.85849,100.130669,,5,0,0,0,0,0,0
1603,3,2023-10-04,99.464893,99.717284,99.066545,99.713436,,5,0,0,0,0,0,0
885,5,2023-10-05,101.126339,100.730362,100.986033,100.266263,,5,0,0,0,0,0,0
887,4,2023-10-05,100.603827,100.565361,100.155359,100.006863,,15,0,0,1,0,0,0
1184,2,2023-10-05,99.758797,100.108931,101.002833,100.266263,,167,0,1,0,0,0,0
1630,6,2023-10-05,100.391296,101.899843,100.185758,100.403271,,178,1,0,1,0,0,0
435,3,2023-10-05,99.335734,99.545767,98.991205,99.598512,,145,1,0,0,0,0,0
1694,1,2023-10-06,100.014072,99.391232,100.343367,99.615353,,333,0,1,0,0,0,0
1735,4,2023-10-06,100.608789,100.651891,100.089915,99.990163,,21,0,0,1,0,0,0
954,2,2023-10-06,99.616842,99.913124,100.959238,100.331961,,506,1,0,0,0,0,3
447,2,2023-10-09,99.559828,99.779712,100.959225,100.414456,,5,0,0,0,0,0,0
1130,3,2023-10-09,99.350568,99.374388,99.185459,99.529945,,243,0,0,0,2,0,0
1219,6,2023-10-09,99.857406,101.424144,99.63814,100.157216,,2,0,0,0,0,0,0
18,6,2023-10-10,99.573793,101.094085,99.280493,99.957072,,173,1,0,0,0,0,0
1357,1,2023-10-10,100.271716,99.666093,100.727421,99.872323,,2,0,0,0,0,0,0
1879,2,2023-10-10,99.59288,99.729947,101.026656,100.528733,,89,0,1,0,0,0,0
1672,5,2023-10-10,101.52822,101.921471,101.009563,100.528733,,137,0,1,0,0,0,0
891,4,2023-10-10,100.730388,100.928389,99.968525,99.944741,LH,145,1,0,0,0,0,0
1547,6,2023-10-11,99.480947,100.913511,99.169181,99.843255,,3,0,0,0,0,0,0
15,4,2023-10-11,100.472098,100.833252,99.855244,99.889286,,4,0,0,0,0,0,0
898,2,2023-10-11,99.688071,99.751546,100.997398,100.603392,,30,1,0,0,0,0,0
948,1,2023-10-11,100.393072,99.837399,100.974666,100.052965,,4,0,0,0,0,0,0
457,2,2023-10-12,99.872572,99.884779,101.016878,100.698562,LH,34,0,1,0,0,0,0
871,5,2023-10-12,100.710942,101.609843,100.999904,100.698562,LH,8,0,0,0,0,0,0
1074,1,2023-10-12,100.535964,100.052521,100.877163,100.091716,LH,250,0,0,0,0,0,2
1567,4,2023-10-12,100.246311,100.727262,99.779383,99.841828,,6,0,0,0,0,0,0
883,6,2023-10-13,99.747054,101.007695,99.400977,99.814001,,213,0,0,0,2,0,0
971,3,2023-10-13,100.243972,99.902039,99.537289,99.454304,,198,0,1,0,1,0,0
282,2,2023-10-13,100.057943,100.054273,100.899505,100.730955,,247,1,0,2,0,0,0
420,4,2023-10-13,100.228965,100.747926,99.729603,99.80021,,6,0,0,0,0,0,0
613,5,2023-10-13,100.133718,101.131162,100.883973,100.730955,,188,0,0,2,0,0,0
169,5,2023-10-16,99.785939,100.787249,100.550064,100.649186,,18,0,0,2,0,0,0
1781,4,2023-10-16,100.118173,100.695552,99.911265,99.863843,,147,0,0,0,1,1,0
1082,6,2023-10-16,99.7052,100.915153,99.599417,99.857306,HH,185,0,1,0,1,0,0
1015,2,2023-10-16,100.165155,100.177367,100.561447,100.649186,,28,0,0,2,0,0,0
1304,3,2023-10-16,100.343247,100.011869,99.821909,99.549777,,15,0,0,0,1,0,0
255,6,2023-10-17,99.671483,100.823259,99.73908,99.889883,,11,0,0,0,1,0,0
1311,2,2023-10-17,100.115937,100.156625,100.276724,100.563651,,207,1,0,1,0,0,0
872,1,2023-10-17,100.610505,100.468436,100.1136,99.860809,,15,0,0,1,0,0,0
1398,5,2023-10-17,99.632006,100.583059,100.268837,100.563651,,197,1,0,1,0,0,0
1608,4,2023-10-18,99.785747,100.446561,100.075835,99.930126,,128,0,1,0,0,0,0
630,6,2023-10-18,99.696722,100.787618,99.893544,99.941507,,16,0,0,0,1,0,0
1241,5,2023-10-18,99.322104,100.184538,99.988914,100.45443,,190,1,0,0,0,0,0
1122,2,2023-10-18,100.066666,100.126424,99.993323,100.45443,,196,1,0,0,0,0,0
1256,1,2023-10-18,100.598908,100.569448,99.70456,99.677855,,161,1,0,0,0,0,0
1209,4,2023-10-19,99.638699,100.306261,100.263492,100.026508,,4,0,0,0,0,0,0
1512,6,2023-10-19,99.719346,100.754088,99.853076,99.914096,,17,0,0,0,1,0,0
751,2,2023-10-19,99.94691,100.012741,99.743505,100.336887,,2,0,0,0,0,0,0
142,5,2023-10-19,99.457595,100.197826,99.742163,100.336887,,2,0,0,0,0,0,0
1442,6,2023-10-20,99.641942,100.618651,99.843307,99.89775,,20,0,0,0,1,0,0
604,1,2023-10-20,100.580073,100.779605,99.349101,99.435062,,2,0,0,0,0,0,0
